spent_weapon,spent_vitality,spent_spirit,spent_total,spike_weapon,spike_vitality,spike_spirit,ratio_weapon,ratio_vitality,ratio_spirit,skill_0_lvl,skill_1_lvl,skill_2_lvl,ult_lvl,early_ult,_items_sequence,_ability_sequence,cluster
2400,10400,5600,18400,0,1,1,0.1304347826086956,0.5652173913043478,0.3043478260869565,4,4,3,4,0,"[""1763073141"", ""3077079169"", ""3585132399"", ""334300056"", ""4139877411"", ""3731635960"", ""380806748"", ""1292979587"", ""968099481""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",2
9600,5600,800,16000,1,1,0,0.6,0.35,0.05,4,4,4,4,0,"[""2010028405"", ""2739107182"", ""1763073141"", ""1548066885"", ""1932939246"", ""4139877411"", ""3399065363"", ""3731635960"", ""1710079648"", ""3776945997""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",4
7200,13600,7200,28000,1,1,1,0.2571428571428571,0.4857142857142857,0.2571428571428571,4,3,3,4,0,"[""1009965641"", ""1763073141"", ""395867183"", ""709540378"", ""3585132399"", ""3731635960"", ""4139877411"", ""1662311306"", ""1813726886"", ""787198704"", ""380806748"", ""968099481""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",0
4000,800,4000,8800,0,0,0,0.4545454545454545,0.0909090909090909,0.4545454545454545,4,3,3,4,0,"[""1763073141"", ""3077079169"", ""2064029594"", ""4139877411"", ""3261353684"", ""968099481""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",2
1600,5600,4800,12000,0,1,1,0.1333333333333333,0.4666666666666667,0.4,4,4,4,4,0,"[""668299740"", ""1009965641"", ""334300056"", ""3970837787"", ""3399065363"", ""2951612397"", ""1292979587""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",2
4800,12000,8000,24800,1,1,1,0.1935483870967742,0.4838709677419355,0.3225806451612903,4,4,4,4,0,"[""668299740"", ""395867183"", ""2010028405"", ""1763073141"", ""3731635960"", ""3399065363"", ""3074274290"", ""951866250"", ""7409189"", ""1292979587"", ""787198704""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",0
10400,8800,12800,32000,1,1,1,0.325,0.275,0.4,4,4,4,4,0,"[""1763073141"", ""395867183"", ""2010028405"", ""2152872419"", ""3294954488"", ""3399065363"", ""2163598980"", ""3970837787"", ""334300056"", ""343572757"", ""2519598785""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",0
4800,8800,3200,16800,1,1,0,0.2857142857142857,0.5238095238095238,0.1904761904761904,4,4,4,4,0,"[""709540378"", ""1770441818"", ""3585132399"", ""2829638276"", ""2059712766"", ""1414025773"", ""2121044373""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",4
8800,800,9600,19200,1,0,1,0.4583333333333333,0.0416666666666666,0.5,4,4,3,4,0,"[""395867183"", ""4053935515"", ""3862866912"", ""2064029594"", ""1763073141"", ""4139877411"", ""2519598785"", ""1292979587""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",1
8000,4800,3200,16000,1,1,0,0.5,0.3,0.2,4,3,2,4,0,"[""395867183"", ""3862866912"", ""1763073141"", ""1009965641"", ""2152872419"", ""4139877411"", ""3731635960"", ""3633614685"", ""1292979587""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",4
2400,6400,1600,10400,0,1,0,0.2307692307692307,0.6153846153846154,0.1538461538461538,4,4,3,4,0,"[""2010028405"", ""395867183"", ""2603935618"", ""334300056"", ""3074274290"", ""380806748""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",2
12800,11200,9600,33600,1,1,1,0.3809523809523809,0.3333333333333333,0.2857142857142857,4,1,3,4,0,"[""1932939246"", ""709540378"", ""3884003354"", ""1710079648"", ""3361811174"", ""334300056"", ""4139877411"", ""1813726886"", ""2951612397"", ""343572757""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",0
8800,2400,4000,15200,1,0,0,0.5789473684210527,0.1578947368421052,0.2631578947368421,4,4,3,4,0,"[""4053935515"", ""1932939246"", ""1763073141"", ""1009965641"", ""3074274290"", ""2829638276"", ""3261353684"", ""3776945997""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",4
4800,4800,5600,15200,1,1,1,0.3157894736842105,0.3157894736842105,0.3684210526315789,4,3,3,4,0,"[""1932939246"", ""395867183"", ""1414025773"", ""3399065363"", ""3633614685"", ""2717651715"", ""380806748"", ""3776945997""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",0
4800,800,1600,7200,1,0,0,0.6666666666666666,0.1111111111111111,0.2222222222222222,4,3,3,4,0,"[""1932939246"", ""1763073141"", ""4139877411"", ""968099481"", ""3776945997""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",4
11200,1600,4000,16800,1,0,0,0.6666666666666666,0.0952380952380952,0.238095238095238,4,3,3,4,0,"[""1798666702"", ""1763073141"", ""3977876567"", ""709540378"", ""395867183"", ""4139877411"", ""3399065363"", ""3776945997"", ""1292979587""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",4
2400,10400,11200,24000,0,1,1,0.1,0.4333333333333333,0.4666666666666667,4,4,4,4,0,"[""2010028405"", ""1763073141"", ""334300056"", ""3731635960"", ""1414025773"", ""4139877411"", ""380806748"", ""3261353684"", ""619484391"", ""787198704""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",2
4000,2400,2400,8800,0,0,0,0.4545454545454545,0.2727272727272727,0.2727272727272727,4,4,4,4,0,"[""3294954488"", ""1009965641"", ""3970837787"", ""4139877411"", ""1998374645"", ""380806748""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",2
2400,3200,7200,12800,0,0,1,0.1875,0.25,0.5625,4,4,4,4,0,"[""395867183"", ""2010028405"", ""334300056"", ""2519598785"", ""1998374645""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",2
9600,4000,6400,20000,1,0,1,0.48,0.2,0.32,4,1,3,4,0,"[""2678489038"", ""2064029594"", ""2152872419"", ""395867183"", ""4139877411"", ""2163598980"", ""915014646""]","[1235098866, 1235098866, 4179229681, 2240607294, 1235098866, 3190606822, 2240607294, 1235098866, 3190606822, 3190606822, 3190606822, 4179229681, 4179229681, 2240607294, 4179229681, 2240607294]",1
